tanggal,tahun,bulan,nama_bulan,kuartal,hari,hari_dalam_minggu,akhir_pekan
2023-11-28,2023,11,November,Q4,28,Tuesday,False
2023-11-29,2023,11,November,Q4,29,Wednesday,False
2023-11-30,2023,11,November,Q4,30,Thursday,False
2023-12-01,2023,12,December,Q4,1,Friday,False
2023-12-02,2023,12,December,Q4,2,Saturday,True
2023-12-03,2023,12,December,Q4,3,Sunday,True
2023-12-04,2023,12,December,Q4,4,Monday,False
2023-12-05,2023,12,December,Q4,5,Tuesday,False
2023-12-06,2023,12,December,Q4,6,Wednesday,False
2023-12-07,2023,12,December,Q4,7,Thursday,False
2023-12-08,2023,12,December,Q4,8,Friday,False
2023-12-09,2023,12,December,Q4,9,Saturday,True
2023-12-10,2023,12,December,Q4,10,Sunday,True
2023-12-11,2023,12,December,Q4,11,Monday,False
2023-12-12,2023,12,December,Q4,12,Tuesday,False
2023-12-13,2023,12,December,Q4,13,Wednesday,False
2023-12-14,2023,12,December,Q4,14,Thursday,False
2023-12-15,2023,12,December,Q4,15,Friday,False
2023-12-16,2023,12,December,Q4,16,Saturday,True
2023-12-17,2023,12,December,Q4,17,Sunday,True
2023-12-18,2023,12,December,Q4,18,Monday,False
2023-12-19,2023,12,December,Q4,19,Tuesday,False
2023-12-20,2023,12,December,Q4,20,Wednesday,False
2023-12-21,2023,12,December,Q4,21,Thursday,False
2023-12-22,2023,12,December,Q4,22,Friday,False
2023-12-23,2023,12,December,Q4,23,Saturday,True
2023-12-24,2023,12,December,Q4,24,Sunday,True
2023-12-25,2023,12,December,Q4,25,Monday,False
2023-12-26,2023,12,December,Q4,26,Tuesday,False
2023-12-27,2023,12,December,Q4,27,Wednesday,False
2023-12-28,2023,12,December,Q4,28,Thursday,False
2023-12-29,2023,12,December,Q4,29,Friday,False
2023-12-30,2023,12,December,Q4,30,Saturday,True
2023-12-31,2023,12,December,Q4,31,Sunday,True
2024-01-01,2024,1,January,Q1,1,Monday,False
2024-01-02,2024,1,January,Q1,2,Tuesday,False
2024-01-03,2024,1,January,Q1,3,Wednesday,False
2024-01-04,2024,1,January,Q1,4,Thursday,False
2024-01-05,2024,1,January,Q1,5,Friday,False
2024-01-06,2024,1,January,Q1,6,Saturday,True
2024-01-07,2024,1,January,Q1,7,Sunday,True
2024-01-08,2024,1,January,Q1,8,Monday,False
2024-01-09,2024,1,January,Q1,9,Tuesday,False
2024-01-10,2024,1,January,Q1,10,Wednesday,False
2024-01-11,2024,1,January,Q1,11,Thursday,False
2024-01-12,2024,1,January,Q1,12,Friday,False
2024-01-13,2024,1,January,Q1,13,Saturday,True
2024-01-14,2024,1,January,Q1,14,Sunday,True
2024-01-15,2024,1,January,Q1,15,Monday,False
2024-01-16,2024,1,January,Q1,16,Tuesday,False
2024-01-17,2024,1,January,Q1,17,Wednesday,False
2024-01-18,2024,1,January,Q1,18,Thursday,False
2024-01-19,2024,1,January,Q1,19,Friday,False
2024-01-20,2024,1,January,Q1,20,Saturday,True
2024-01-21,2024,1,January,Q1,21,Sunday,True
2024-01-22,2024,1,January,Q1,22,Monday,False
2024-01-23,2024,1,January,Q1,23,Tuesday,False
2024-01-24,2024,1,January,Q1,24,Wednesday,False
2024-01-25,2024,1,January,Q1,25,Thursday,False
2024-01-26,2024,1,January,Q1,26,Friday,False
2024-01-27,2024,1,January,Q1,27,Saturday,True
2024-01-28,2024,1,January,Q1,28,Sunday,True
2024-01-29,2024,1,January,Q1,29,Monday,False
2024-01-30,2024,1,January,Q1,30,Tuesday,False
2024-01-31,2024,1,January,Q1,31,Wednesday,False
2024-02-01,2024,2,February,Q1,1,Thursday,False
2024-02-02,2024,2,February,Q1,2,Friday,False
2024-02-03,2024,2,February,Q1,3,Saturday,True
2024-02-04,2024,2,February,Q1,4,Sunday,True
2024-02-05,2024,2,February,Q1,5,Monday,False
2024-02-06,2024,2,February,Q1,6,Tuesday,False
2024-02-07,2024,2,February,Q1,7,Wednesday,False
2024-02-08,2024,2,February,Q1,8,Thursday,False
2024-02-09,2024,2,February,Q1,9,Friday,False
2024-02-10,2024,2,February,Q1,10,Saturday,True
2024-02-11,2024,2,February,Q1,11,Sunday,True
2024-02-12,2024,2,February,Q1,12,Monday,False
2024-02-13,2024,2,February,Q1,13,Tuesday,False
2024-02-14,2024,2,February,Q1,14,Wednesday,False
2024-02-15,2024,2,February,Q1,15,Thursday,False
2024-02-16,2024,2,February,Q1,16,Friday,False
2024-02-17,2024,2,February,Q1,17,Saturday,True
2024-02-18,2024,2,February,Q1,18,Sunday,True
2024-02-19,2024,2,February,Q1,19,Monday,False
2024-02-20,2024,2,February,Q1,20,Tuesday,False
2024-02-21,2024,2,February,Q1,21,Wednesday,False
2024-02-22,2024,2,February,Q1,22,Thursday,False
2024-02-23,2024,2,February,Q1,23,Friday,False
2024-02-24,2024,2,February,Q1,24,Saturday,True
2024-02-25,2024,2,February,Q1,25,Sunday,True
2024-02-26,2024,2,February,Q1,26,Monday,False
2024-02-27,2024,2,February,Q1,27,Tuesday,False
2024-02-28,2024,2,February,Q1,28,Wednesday,False
2024-02-29,2024,2,February,Q1,29,Thursday,False
2024-03-01,2024,3,March,Q1,1,Friday,False
2024-03-02,2024,3,March,Q1,2,Saturday,True
2024-03-03,2024,3,March,Q1,3,Sunday,True
2024-03-04,2024,3,March,Q1,4,Monday,False
2024-03-05,2024,3,March,Q1,5,Tuesday,False
2024-03-06,2024,3,March,Q1,6,Wednesday,False
2024-03-07,2024,3,March,Q1,7,Thursday,False
2024-03-08,2024,3,March,Q1,8,Friday,False
2024-03-09,2024,3,March,Q1,9,Saturday,True
2024-03-10,2024,3,March,Q1,10,Sunday,True
2024-03-11,2024,3,March,Q1,11,Monday,False
2024-03-12,2024,3,March,Q1,12,Tuesday,False
2024-03-13,2024,3,March,Q1,13,Wednesday,False
2024-03-14,2024,3,March,Q1,14,Thursday,False
2024-03-15,2024,3,March,Q1,15,Friday,False
2024-03-16,2024,3,March,Q1,16,Saturday,True
2024-03-17,2024,3,March,Q1,17,Sunday,True
2024-03-18,2024,3,March,Q1,18,Monday,False
2024-03-19,2024,3,March,Q1,19,Tuesday,False
2024-03-20,2024,3,March,Q1,20,Wednesday,False
2024-03-21,2024,3,March,Q1,21,Thursday,False
2024-03-22,2024,3,March,Q1,22,Friday,False
2024-03-23,2024,3,March,Q1,23,Saturday,True
2024-03-24,2024,3,March,Q1,24,Sunday,True
2024-03-25,2024,3,March,Q1,25,Monday,False
2024-03-26,2024,3,March,Q1,26,Tuesday,False
2024-03-27,2024,3,March,Q1,27,Wednesday,False
2024-03-28,2024,3,March,Q1,28,Thursday,False
2024-03-29,2024,3,March,Q1,29,Friday,False
2024-03-30,2024,3,March,Q1,30,Saturday,True
2024-03-31,2024,3,March,Q1,31,Sunday,True
2024-04-01,2024,4,April,Q2,1,Monday,False
2024-04-02,2024,4,April,Q2,2,Tuesday,False
2024-04-03,2024,4,April,Q2,3,Wednesday,False
2024-04-04,2024,4,April,Q2,4,Thursday,False
2024-04-05,2024,4,April,Q2,5,Friday,False
2024-04-06,2024,4,April,Q2,6,Saturday,True
2024-04-07,2024,4,April,Q2,7,Sunday,True
2024-04-08,2024,4,April,Q2,8,Monday,False
2024-04-09,2024,4,April,Q2,9,Tuesday,False
2024-04-10,2024,4,April,Q2,10,Wednesday,False
2024-04-11,2024,4,April,Q2,11,Thursday,False
2024-04-12,2024,4,April,Q2,12,Friday,False
2024-04-13,2024,4,April,Q2,13,Saturday,True
2024-04-14,2024,4,April,Q2,14,Sunday,True
2024-04-15,2024,4,April,Q2,15,Monday,False
2024-04-16,2024,4,April,Q2,16,Tuesday,False
2024-04-17,2024,4,April,Q2,17,Wednesday,False
2024-04-18,2024,4,April,Q2,18,Thursday,False
2024-04-19,2024,4,April,Q2,19,Friday,False
2024-04-20,2024,4,April,Q2,20,Saturday,True
2024-04-21,2024,4,April,Q2,21,Sunday,True
2024-04-22,2024,4,April,Q2,22,Monday,False
2024-04-23,2024,4,April,Q2,23,Tuesday,False
2024-04-24,2024,4,April,Q2,24,Wednesday,False
2024-04-25,2024,4,April,Q2,25,Thursday,False
2024-04-26,2024,4,April,Q2,26,Friday,False
2024-04-27,2024,4,April,Q2,27,Saturday,True
2024-04-28,2024,4,April,Q2,28,Sunday,True
2024-04-29,2024,4,April,Q2,29,Monday,False
2024-04-30,2024,4,April,Q2,30,Tuesday,False
2024-05-01,2024,5,May,Q2,1,Wednesday,False
2024-05-02,2024,5,May,Q2,2,Thursday,False
2024-05-03,2024,5,May,Q2,3,Friday,False
2024-05-04,2024,5,May,Q2,4,Saturday,True
2024-05-05,2024,5,May,Q2,5,Sunday,True
2024-05-06,2024,5,May,Q2,6,Monday,False
2024-05-07,2024,5,May,Q2,7,Tuesday,False
2024-05-08,2024,5,May,Q2,8,Wednesday,False
2024-05-09,2024,5,May,Q2,9,Thursday,False
2024-05-10,2024,5,May,Q2,10,Friday,False
2024-05-11,2024,5,May,Q2,11,Saturday,True
2024-05-12,2024,5,May,Q2,12,Sunday,True
2024-05-13,2024,5,May,Q2,13,Monday,False
2024-05-14,2024,5,May,Q2,14,Tuesday,False
2024-05-15,2024,5,May,Q2,15,Wednesday,False
2024-05-16,2024,5,May,Q2,16,Thursday,False
2024-05-17,2024,5,May,Q2,17,Friday,False
2024-05-18,2024,5,May,Q2,18,Saturday,True
2024-05-19,2024,5,May,Q2,19,Sunday,True
2024-05-20,2024,5,May,Q2,20,Monday,False
2024-05-21,2024,5,May,Q2,21,Tuesday,False
2024-05-22,2024,5,May,Q2,22,Wednesday,False
2024-05-23,2024,5,May,Q2,23,Thursday,False
2024-05-24,2024,5,May,Q2,24,Friday,False
2024-05-25,2024,5,May,Q2,25,Saturday,True
2024-05-26,2024,5,May,Q2,26,Sunday,True
2024-05-27,2024,5,May,Q2,27,Monday,False
2024-05-28,2024,5,May,Q2,28,Tuesday,False
2024-05-29,2024,5,May,Q2,29,Wednesday,False
2024-05-30,2024,5,May,Q2,30,Thursday,False
2024-05-31,2024,5,May,Q2,31,Friday,False
2024-06-01,2024,6,June,Q2,1,Saturday,True
2024-06-02,2024,6,June,Q2,2,Sunday,True
2024-06-03,2024,6,June,Q2,3,Monday,False
2024-06-04,2024,6,June,Q2,4,Tuesday,False
2024-06-05,2024,6,June,Q2,5,Wednesday,False
2024-06-06,2024,6,June,Q2,6,Thursday,False
2024-06-07,2024,6,June,Q2,7,Friday,False
2024-06-08,2024,6,June,Q2,8,Saturday,True
2024-06-09,2024,6,June,Q2,9,Sunday,True
2024-06-10,2024,6,June,Q2,10,Monday,False
2024-06-11,2024,6,June,Q2,11,Tuesday,False
2024-06-12,2024,6,June,Q2,12,Wednesday,False
2024-06-13,2024,6,June,Q2,13,Thursday,False
2024-06-14,2024,6,June,Q2,14,Friday,False
2024-06-15,2024,6,June,Q2,15,Saturday,True
2024-06-16,2024,6,June,Q2,16,Sunday,True
2024-06-17,2024,6,June,Q2,17,Monday,False
2024-06-18,2024,6,June,Q2,18,Tuesday,False
2024-06-19,2024,6,June,Q2,19,Wednesday,False
2024-06-20,2024,6,June,Q2,20,Thursday,False
2024-06-21,2024,6,June,Q2,21,Friday,False
2024-06-22,2024,6,June,Q2,22,Saturday,True
2024-06-23,2024,6,June,Q2,23,Sunday,True
2024-06-24,2024,6,June,Q2,24,Monday,False
2024-06-25,2024,6,June,Q2,25,Tuesday,False
2024-06-26,2024,6,June,Q2,26,Wednesday,False
2024-06-27,2024,6,June,Q2,27,Thursday,False
2024-06-28,2024,6,June,Q2,28,Friday,False
2024-06-29,2024,6,June,Q2,29,Saturday,True
2024-06-30,2024,6,June,Q2,30,Sunday,True
2024-07-01,2024,7,July,Q3,1,Monday,False
2024-07-02,2024,7,July,Q3,2,Tuesday,False
2024-07-03,2024,7,July,Q3,3,Wednesday,False
2024-07-04,2024,7,July,Q3,4,Thursday,False
2024-07-05,2024,7,July,Q3,5,Friday,False
2024-07-06,2024,7,July,Q3,6,Saturday,True
2024-07-07,2024,7,July,Q3,7,Sunday,True
2024-07-08,2024,7,July,Q3,8,Monday,False
2024-07-09,2024,7,July,Q3,9,Tuesday,False
2024-07-10,2024,7,July,Q3,10,Wednesday,False
2024-07-11,2024,7,July,Q3,11,Thursday,False
2024-07-12,2024,7,July,Q3,12,Friday,False
2024-07-13,2024,7,July,Q3,13,Saturday,True
2024-07-14,2024,7,July,Q3,14,Sunday,True
2024-07-15,2024,7,July,Q3,15,Monday,False
2024-07-16,2024,7,July,Q3,16,Tuesday,False
2024-07-17,2024,7,July,Q3,17,Wednesday,False
2024-07-18,2024,7,July,Q3,18,Thursday,False
2024-07-19,2024,7,July,Q3,19,Friday,False
2024-07-20,2024,7,July,Q3,20,Saturday,True
2024-07-21,2024,7,July,Q3,21,Sunday,True
2024-07-22,2024,7,July,Q3,22,Monday,False
2024-07-23,2024,7,July,Q3,23,Tuesday,False
2024-07-24,2024,7,July,Q3,24,Wednesday,False
2024-07-25,2024,7,July,Q3,25,Thursday,False
2024-07-26,2024,7,July,Q3,26,Friday,False
2024-07-27,2024,7,July,Q3,27,Saturday,True
2024-07-28,2024,7,July,Q3,28,Sunday,True
2024-07-29,2024,7,July,Q3,29,Monday,False
2024-07-30,2024,7,July,Q3,30,Tuesday,False
2024-07-31,2024,7,July,Q3,31,Wednesday,False
2024-08-01,2024,8,August,Q3,1,Thursday,False
2024-08-02,2024,8,August,Q3,2,Friday,False
2024-08-03,2024,8,August,Q3,3,Saturday,True
2024-08-04,2024,8,August,Q3,4,Sunday,True
2024-08-05,2024,8,August,Q3,5,Monday,False
2024-08-06,2024,8,August,Q3,6,Tuesday,False
2024-08-07,2024,8,August,Q3,7,Wednesday,False
2024-08-08,2024,8,August,Q3,8,Thursday,False
2024-08-09,2024,8,August,Q3,9,Friday,False
2024-08-10,2024,8,August,Q3,10,Saturday,True
2024-08-11,2024,8,August,Q3,11,Sunday,True
2024-08-12,2024,8,August,Q3,12,Monday,False
2024-08-13,2024,8,August,Q3,13,Tuesday,False
2024-08-14,2024,8,August,Q3,14,Wednesday,False
2024-08-15,2024,8,August,Q3,15,Thursday,False
2024-08-16,2024,8,August,Q3,16,Friday,False
2024-08-17,2024,8,August,Q3,17,Saturday,True
2024-08-18,2024,8,August,Q3,18,Sunday,True
2024-08-19,2024,8,August,Q3,19,Monday,False
2024-08-20,2024,8,August,Q3,20,Tuesday,False
2024-08-21,2024,8,August,Q3,21,Wednesday,False
2024-08-22,2024,8,August,Q3,22,Thursday,False
2024-08-23,2024,8,August,Q3,23,Friday,False
2024-08-24,2024,8,August,Q3,24,Saturday,True
2024-08-25,2024,8,August,Q3,25,Sunday,True
2024-08-26,2024,8,August,Q3,26,Monday,False
2024-08-27,2024,8,August,Q3,27,Tuesday,False
2024-08-28,2024,8,August,Q3,28,Wednesday,False
2024-08-29,2024,8,August,Q3,29,Thursday,False
2024-08-30,2024,8,August,Q3,30,Friday,False
2024-08-31,2024,8,August,Q3,31,Saturday,True
2024-09-01,2024,9,September,Q3,1,Sunday,True
2024-09-02,2024,9,September,Q3,2,Monday,False
2024-09-03,2024,9,September,Q3,3,Tuesday,False
2024-09-04,2024,9,September,Q3,4,Wednesday,False
2024-09-05,2024,9,September,Q3,5,Thursday,False
2024-09-06,2024,9,September,Q3,6,Friday,False
2024-09-07,2024,9,September,Q3,7,Saturday,True
2024-09-08,2024,9,September,Q3,8,Sunday,True
2024-09-09,2024,9,September,Q3,9,Monday,False
2024-09-10,2024,9,September,Q3,10,Tuesday,False
2024-09-11,2024,9,September,Q3,11,Wednesday,False
2024-09-12,2024,9,September,Q3,12,Thursday,False
2024-09-13,2024,9,September,Q3,13,Friday,False
2024-09-14,2024,9,September,Q3,14,Saturday,True
2024-09-15,2024,9,September,Q3,15,Sunday,True
2024-09-16,2024,9,September,Q3,16,Monday,False
2024-09-17,2024,9,September,Q3,17,Tuesday,False
2024-09-18,2024,9,September,Q3,18,Wednesday,False
2024-09-19,2024,9,September,Q3,19,Thursday,False
2024-09-20,2024,9,September,Q3,20,Friday,False
2024-09-21,2024,9,September,Q3,21,Saturday,True
2024-09-22,2024,9,September,Q3,22,Sunday,True
2024-09-23,2024,9,September,Q3,23,Monday,False
2024-09-24,2024,9,September,Q3,24,Tuesday,False
2024-09-25,2024,9,September,Q3,25,Wednesday,False
2024-09-26,2024,9,September,Q3,26,Thursday,False
2024-09-27,2024,9,September,Q3,27,Friday,False
2024-09-28,2024,9,September,Q3,28,Saturday,True
2024-09-29,2024,9,September,Q3,29,Sunday,True
2024-09-30,2024,9,September,Q3,30,Monday,False
2024-10-01,2024,10,October,Q4,1,Tuesday,False
2024-10-02,2024,10,October,Q4,2,Wednesday,False
2024-10-03,2024,10,October,Q4,3,Thursday,False
2024-10-04,2024,10,October,Q4,4,Friday,False
2024-10-05,2024,10,October,Q4,5,Saturday,True
2024-10-06,2024,10,October,Q4,6,Sunday,True
2024-10-07,2024,10,October,Q4,7,Monday,False
2024-10-08,2024,10,October,Q4,8,Tuesday,False
2024-10-09,2024,10,October,Q4,9,Wednesday,False
2024-10-10,2024,10,October,Q4,10,Thursday,False
2024-10-11,2024,10,October,Q4,11,Friday,False
2024-10-12,2024,10,October,Q4,12,Saturday,True
2024-10-13,2024,10,October,Q4,13,Sunday,True
2024-10-14,2024,10,October,Q4,14,Monday,False
2024-10-15,2024,10,October,Q4,15,Tuesday,False
2024-10-16,2024,10,October,Q4,16,Wednesday,False
2024-10-17,2024,10,October,Q4,17,Thursday,False
2024-10-18,2024,10,October,Q4,18,Friday,False
2024-10-19,2024,10,October,Q4,19,Saturday,True
2024-10-20,2024,10,October,Q4,20,Sunday,True
2024-10-21,2024,10,October,Q4,21,Monday,False
2024-10-22,2024,10,October,Q4,22,Tuesday,False
2024-10-23,2024,10,October,Q4,23,Wednesday,False
2024-10-24,2024,10,October,Q4,24,Thursday,False
2024-10-25,2024,10,October,Q4,25,Friday,False
2024-10-26,2024,10,October,Q4,26,Saturday,True
2024-10-27,2024,10,October,Q4,27,Sunday,True
2024-10-28,2024,10,October,Q4,28,Monday,False
2024-10-29,2024,10,October,Q4,29,Tuesday,False
2024-10-30,2024,10,October,Q4,30,Wednesday,False
2024-10-31,2024,10,October,Q4,31,Thursday,False
2024-11-01,2024,11,November,Q4,1,Friday,False
2024-11-02,2024,11,November,Q4,2,Saturday,True
2024-11-03,2024,11,November,Q4,3,Sunday,True
2024-11-04,2024,11,November,Q4,4,Monday,False
2024-11-05,2024,11,November,Q4,5,Tuesday,False
2024-11-06,2024,11,November,Q4,6,Wednesday,False
2024-11-07,2024,11,November,Q4,7,Thursday,False
2024-11-08,2024,11,November,Q4,8,Friday,False
2024-11-09,2024,11,November,Q4,9,Saturday,True
2024-11-10,2024,11,November,Q4,10,Sunday,True
2024-11-11,2024,11,November,Q4,11,Monday,False
2024-11-12,2024,11,November,Q4,12,Tuesday,False
2024-11-13,2024,11,November,Q4,13,Wednesday,False
2024-11-14,2024,11,November,Q4,14,Thursday,False
2024-11-15,2024,11,November,Q4,15,Friday,False
2024-11-16,2024,11,November,Q4,16,Saturday,True
2024-11-17,2024,11,November,Q4,17,Sunday,True
2024-11-18,2024,11,November,Q4,18,Monday,False
2024-11-19,2024,11,November,Q4,19,Tuesday,False
2024-11-20,2024,11,November,Q4,20,Wednesday,False
2024-11-21,2024,11,November,Q4,21,Thursday,False
2024-11-22,2024,11,November,Q4,22,Friday,False
2024-11-23,2024,11,November,Q4,23,Saturday,True
2024-11-24,2024,11,November,Q4,24,Sunday,True
2024-11-25,2024,11,November,Q4,25,Monday,False
2024-11-26,2024,11,November,Q4,26,Tuesday,False
2024-11-27,2024,11,November,Q4,27,Wednesday,False
2024-11-28,2024,11,November,Q4,28,Thursday,False
2024-11-29,2024,11,November,Q4,29,Friday,False
2024-11-30,2024,11,November,Q4,30,Saturday,True
2024-12-01,2024,12,December,Q4,1,Sunday,True
2024-12-02,2024,12,December,Q4,2,Monday,False
2024-12-03,2024,12,December,Q4,3,Tuesday,False
2024-12-04,2024,12,December,Q4,4,Wednesday,False
2024-12-05,2024,12,December,Q4,5,Thursday,False
2024-12-06,2024,12,December,Q4,6,Friday,False
2024-12-07,2024,12,December,Q4,7,Saturday,True
2024-12-08,2024,12,December,Q4,8,Sunday,True
2024-12-09,2024,12,December,Q4,9,Monday,False
2024-12-10,2024,12,December,Q4,10,Tuesday,False
2024-12-11,2024,12,December,Q4,11,Wednesday,False
2024-12-12,2024,12,December,Q4,12,Thursday,False
2024-12-13,2024,12,December,Q4,13,Friday,False
2024-12-14,2024,12,December,Q4,14,Saturday,True
2024-12-15,2024,12,December,Q4,15,Sunday,True
2024-12-16,2024,12,December,Q4,16,Monday,False
2024-12-17,2024,12,December,Q4,17,Tuesday,False
2024-12-18,2024,12,December,Q4,18,Wednesday,False
2024-12-19,2024,12,December,Q4,19,Thursday,False
2024-12-20,2024,12,December,Q4,20,Friday,False
2024-12-21,2024,12,December,Q4,21,Saturday,True
2024-12-22,2024,12,December,Q4,22,Sunday,True
2024-12-23,2024,12,December,Q4,23,Monday,False
2024-12-24,2024,12,December,Q4,24,Tuesday,False
2024-12-25,2024,12,December,Q4,25,Wednesday,False
2024-12-26,2024,12,December,Q4,26,Thursday,False
2024-12-27,2024,12,December,Q4,27,Friday,False
2024-12-28,2024,12,December,Q4,28,Saturday,True
2024-12-29,2024,12,December,Q4,29,Sunday,True
2024-12-30,2024,12,December,Q4,30,Monday,False
2024-12-31,2024,12,December,Q4,31,Tuesday,False
2025-01-01,2025,1,January,Q1,1,Wednesday,False
2025-01-02,2025,1,January,Q1,2,Thursday,False
2025-01-03,2025,1,January,Q1,3,Friday,False
2025-01-04,2025,1,January,Q1,4,Saturday,True
2025-01-05,2025,1,January,Q1,5,Sunday,True
2025-01-06,2025,1,January,Q1,6,Monday,False
2025-01-07,2025,1,January,Q1,7,Tuesday,False
2025-01-08,2025,1,January,Q1,8,Wednesday,False
2025-01-09,2025,1,January,Q1,9,Thursday,False
2025-01-10,2025,1,January,Q1,10,Friday,False
2025-01-11,2025,1,January,Q1,11,Saturday,True
2025-01-12,2025,1,January,Q1,12,Sunday,True
2025-01-13,2025,1,January,Q1,13,Monday,False
2025-01-14,2025,1,January,Q1,14,Tuesday,False
2025-01-15,2025,1,January,Q1,15,Wednesday,False
2025-01-16,2025,1,January,Q1,16,Thursday,False
2025-01-17,2025,1,January,Q1,17,Friday,False
2025-01-18,2025,1,January,Q1,18,Saturday,True
2025-01-19,2025,1,January,Q1,19,Sunday,True
2025-01-20,2025,1,January,Q1,20,Monday,False
2025-01-21,2025,1,January,Q1,21,Tuesday,False
2025-01-22,2025,1,January,Q1,22,Wednesday,False
2025-01-23,2025,1,January,Q1,23,Thursday,False
2025-01-24,2025,1,January,Q1,24,Friday,False
2025-01-25,2025,1,January,Q1,25,Saturday,True
2025-01-26,2025,1,January,Q1,26,Sunday,True
2025-01-27,2025,1,January,Q1,27,Monday,False
2025-01-28,2025,1,January,Q1,28,Tuesday,False
2025-01-29,2025,1,January,Q1,29,Wednesday,False
2025-01-30,2025,1,January,Q1,30,Thursday,False
2025-01-31,2025,1,January,Q1,31,Friday,False
2025-02-01,2025,2,February,Q1,1,Saturday,True
2025-02-02,2025,2,February,Q1,2,Sunday,True
2025-02-03,2025,2,February,Q1,3,Monday,False
2025-02-04,2025,2,February,Q1,4,Tuesday,False
2025-02-05,2025,2,February,Q1,5,Wednesday,False
2025-02-06,2025,2,February,Q1,6,Thursday,False
2025-02-07,2025,2,February,Q1,7,Friday,False
2025-02-08,2025,2,February,Q1,8,Saturday,True
2025-02-09,2025,2,February,Q1,9,Sunday,True
2025-02-10,2025,2,February,Q1,10,Monday,False
2025-02-11,2025,2,February,Q1,11,Tuesday,False
2025-02-12,2025,2,February,Q1,12,Wednesday,False
2025-02-13,2025,2,February,Q1,13,Thursday,False
2025-02-14,2025,2,February,Q1,14,Friday,False
2025-02-15,2025,2,February,Q1,15,Saturday,True
2025-02-16,2025,2,February,Q1,16,Sunday,True
2025-02-17,2025,2,February,Q1,17,Monday,False
2025-02-18,2025,2,February,Q1,18,Tuesday,False
2025-02-19,2025,2,February,Q1,19,Wednesday,False
2025-02-20,2025,2,February,Q1,20,Thursday,False
2025-02-21,2025,2,February,Q1,21,Friday,False
2025-02-22,2025,2,February,Q1,22,Saturday,True
2025-02-23,2025,2,February,Q1,23,Sunday,True
2025-02-24,2025,2,February,Q1,24,Monday,False
2025-02-25,2025,2,February,Q1,25,Tuesday,False
2025-02-26,2025,2,February,Q1,26,Wednesday,False
2025-02-27,2025,2,February,Q1,27,Thursday,False
2025-02-28,2025,2,February,Q1,28,Friday,False
2025-03-01,2025,3,March,Q1,1,Saturday,True
2025-03-02,2025,3,March,Q1,2,Sunday,True
2025-03-03,2025,3,March,Q1,3,Monday,False
2025-03-04,2025,3,March,Q1,4,Tuesday,False
2025-03-05,2025,3,March,Q1,5,Wednesday,False
2025-03-06,2025,3,March,Q1,6,Thursday,False
2025-03-07,2025,3,March,Q1,7,Friday,False
2025-03-08,2025,3,March,Q1,8,Saturday,True
2025-03-09,2025,3,March,Q1,9,Sunday,True
2025-03-10,2025,3,March,Q1,10,Monday,False
2025-03-11,2025,3,March,Q1,11,Tuesday,False
2025-03-12,2025,3,March,Q1,12,Wednesday,False
2025-03-13,2025,3,March,Q1,13,Thursday,False
2025-03-14,2025,3,March,Q1,14,Friday,False
2025-03-15,2025,3,March,Q1,15,Saturday,True
2025-03-16,2025,3,March,Q1,16,Sunday,True
2025-03-17,2025,3,March,Q1,17,Monday,False
2025-03-18,2025,3,March,Q1,18,Tuesday,False
2025-03-19,2025,3,March,Q1,19,Wednesday,False
2025-03-20,2025,3,March,Q1,20,Thursday,False
2025-03-21,2025,3,March,Q1,21,Friday,False
2025-03-22,2025,3,March,Q1,22,Saturday,True
2025-03-23,2025,3,March,Q1,23,Sunday,True
2025-03-24,2025,3,March,Q1,24,Monday,False
2025-03-25,2025,3,March,Q1,25,Tuesday,False
2025-03-26,2025,3,March,Q1,26,Wednesday,False
2025-03-27,2025,3,March,Q1,27,Thursday,False
2025-03-28,2025,3,March,Q1,28,Friday,False
2025-03-29,2025,3,March,Q1,29,Saturday,True
2025-03-30,2025,3,March,Q1,30,Sunday,True
2025-03-31,2025,3,March,Q1,31,Monday,False
2025-04-01,2025,4,April,Q2,1,Tuesday,False
2025-04-02,2025,4,April,Q2,2,Wednesday,False
2025-04-03,2025,4,April,Q2,3,Thursday,False
2025-04-04,2025,4,April,Q2,4,Friday,False
2025-04-05,2025,4,April,Q2,5,Saturday,True
2025-04-06,2025,4,April,Q2,6,Sunday,True
2025-04-07,2025,4,April,Q2,7,Monday,False
2025-04-08,2025,4,April,Q2,8,Tuesday,False
2025-04-09,2025,4,April,Q2,9,Wednesday,False
2025-04-10,2025,4,April,Q2,10,Thursday,False
2025-04-11,2025,4,April,Q2,11,Friday,False
2025-04-12,2025,4,April,Q2,12,Saturday,True
2025-04-13,2025,4,April,Q2,13,Sunday,True
2025-04-14,2025,4,April,Q2,14,Monday,False
2025-04-15,2025,4,April,Q2,15,Tuesday,False
2025-04-16,2025,4,April,Q2,16,Wednesday,False
2025-04-17,2025,4,April,Q2,17,Thursday,False
2025-04-18,2025,4,April,Q2,18,Friday,False
2025-04-19,2025,4,April,Q2,19,Saturday,True
2025-04-20,2025,4,April,Q2,20,Sunday,True
2025-04-21,2025,4,April,Q2,21,Monday,False
2025-04-22,2025,4,April,Q2,22,Tuesday,False
2025-04-23,2025,4,April,Q2,23,Wednesday,False
2025-04-24,2025,4,April,Q2,24,Thursday,False
2025-04-25,2025,4,April,Q2,25,Friday,False
2025-04-26,2025,4,April,Q2,26,Saturday,True
